DAY,NUMBER_OF_ALL_ANIMALS,NUMBER_OF_LIVING_ANIMALS,FIELD_WITH_GRASS,FREE_FIELDS,MOST_POPULAR_GENOTYPE,AVG_ANIMALS_ENERGY,AVG_LENGTH_OF_LIFE,AVG_NUMBER_OF_CHILDREN
26,44,36,320,1244.0,N     SW     NE     NW     E     W,65.83,3.93,0.19
27,44,36,331,1233.0,N     SW     NE     NW     E     W,66.83,3.93,0.19
28,44,36,340,1224.0,N     SW     NE     NW     E     W,68.83,3.93,0.19
29,45,36,348,1218.0,N     SW     NE     NW     E     W,71.36,4.29,0.25
30,46,37,358,1207.0,N     SW     NE     NW     E     W,70.89,4.2,0.3
31,46,37,366,1198.0,N     SW     NE     NW     E     W,73.3,4.2,0.3
31,46,37,374,1198.0,N     SW     NE     NW     E     W,73.3,4.2,0.3
32,46,37,374,1189.0,N     SW     NE     NW     E     W,75.7,4.2,0.3
33,46,37,383,1180.0,N     SW     NE     NW     E     W,77.62,4.2,0.3
34,46,36,391,1173.0,N     SW     NE     NW     E     W,82.28,4.91,0.25
35,46,36,398,1166.0,N     SW     NE     NW     E     W,85.28,4.91,0.25
36,47,35,410,1157.0,N     SW     NE     NW     E     W,88.29,6.3,0.31
37,48,36,422,1144.0,NW     NW     N     W     NE     E,86.36,6.17,0.36
38,49,37,426,1139.0,NW     NW     N     W     NE     E,88.41,6.04,0.41
39,49,37,431,1132.0,NW     NW     N     W     NE     E,92.27,6.04,0.41
39,49,37,431,1132.0,NW     NW     N     W     NE     E,92.27,6.04,0.41
40,50,36,442,1124.0,NW     NW     N     W     NE     E,95.86,6.52,0.44
41,50,36,453,1111.0,NW     NW     N     W     NE     E,96.86,6.52,0.44
42,50,36,464,1100.0,NW     NW     N     W     NE     E,97.86,6.52,0.44
43,50,36,473,1091.0,NW     NW     N     W     NE     E,99.86,6.52,0.44
44,50,35,478,1087.0,NW     NW     N     W     NE     E,106.86,7.38,0.43
45,50,35,484,1081.0,NW     NW     N     W     NE     E,110.49,7.38,0.43
46,50,35,491,1074.0,NW     NW     N     W     NE     E,113.6,7.38,0.43
47,50,35,501,1064.0,NW     NW     N     W     NE     E,115.17,7.38,0.43
48,50,35,505,1060.0,NW     NW     N     W     NE     E,119.83,7.38,0.43
49,51,35,504,1055.0,NW     NW     N     W     NE     E,123.97,7.24,0.43
50,51,36,507,1048.0,NW     NW     N     W     NE     E,123.06,7.24,0.47
51,53,36,526,1042.0,NW     NW     N     W     NE     E,127.56,6.96,0.47
52,54,38,533,1041.0,NW     NW     N     W     NE     E,125.11,6.83,0.55
53,54,39,533,1030.0,NW     NW     N     W     NE     E,124.62,6.83,0.59
54,54,39,537,1024.0,NW     NW     N     W     NE     E,128.69,6.83,0.59
55,54,39,541,1021.0,NW     NW     N     W     NE     E,132.77,6.83,0.59
56,55,40,545,1017.0,NW     NW     N     W     NE     E,133.43,6.71,0.63
57,57,42,557,1005.0,NW     NW     N     W     NE     E,127.4,6.47,0.69
58,58,43,556,1003.0,NW     NW     N     W     NE     E,130.16,6.36,0.72
59,60,45,562,998.0,NW     NW     N     W     NE     E,127.02,6.15,0.78
60,60,45,561,994.0,NW     NW     N     W     NE     E,132.42,6.15,0.78
61,60,44,562,994.0,NW     NW     N     W     NE     E,140.16,6.32,0.77
62,62,45,567,992.0,NW     NW     N     W     NE     E,140.09,7.1,0.82
63,64,47,571,986.0,NW     NW     N     W     NE     E,137.38,6.88,0.87
64,67,50,576,980.0,NW     NW     N     W     NE     E,131.8,6.57,0.94
65,68,51,578,974.0,NW     NW     N     W     NE     E,132.82,6.47,0.96
66,70,53,577,974.0,NW     NW     N     W     NE     E,132.28,6.29,1.0
67,71,54,578,971.0,NW     NW     N     W     NE     E,133.52,6.2,1.02
68,74,54,573,975.0,NW     NW     N     W     NE     E,139.85,5.95,1.02
69,74,56,573,977.0,NW     NW     N     W     NE     E,138.09,6.08,1.07
71,76,57,573,970.0,NW     NW     N     W     NE     E,143.18,6.05,1.11
72,76,57,553,973.0,NW     NW     N     W     NE     E,147.54,5.9,1.11
73,78,59,568,977.0,NW     NW     N     W     NE     E,147.07,5.9,1.14
74,81,62,564,980.0,NW     NW     N     W     NE     E,144.52,5.68,1.18
75,90,65,551,978.0,NW     NW     N     W     NE     E,141.32,5.11,1.22
76,95,70,552,977.0,NW     NW     N     W     NE     E,133.4,5.03,1.27
77,95,74,545,971.0,NW     NW     N     W     NE     E,128.66,4.78,1.32
78,102,81,560,975.0,NW     NW     N     W     NE     E,121.52,4.78,1.38
79,106,85,555,970.0,NW     NW     N     W     NE     E,119.08,4.6,1.41
80,109,87,552,969.0,NW     NW     N     W     NE     E,119.1,4.66,1.45
81,113,91,551,970.0,NW     NW     N     W     NE     E,116.08,4.5,1.47
82,119,97,545,972.0,NW     NW     N     W     NE     E,111.86,4.27,1.51
83,124,102,546,967.0,NW     NW     N     W     NE     E,107.89,4.1,1.53
84,130,107,546,961.0,NW     NW     N     W     NE     E,104.43,4.55,1.51
85,136,112,543,963.0,NW     NW     N     W     NE     E,101.71,4.42,1.54
86,146,121,541,963.0,NW     NW     N     W     NE     E,95.76,4.18,1.59
87,153,126,536,963.0,NW     NW     N     W     NE     E,93.87,4.12,1.62
88,162,133,524,973.0,NW     NW     N     W     NE     E,91.65,4.02,1.65
89,172,142,518,968.0,NW     NW     N     W     NE     E,87.58,3.84,1.68
90,177,146,519,958.0,NW     NW     N     W     NE     E,85.94,3.79,1.7
91,185,153,513,964.0,NW     NW     N     W     NE     E,83.53,3.68,1.72
92,195,160,496,961.0,NW     NW     N     W     NE     E,80.51,3.47,1.75
93,205,165,511,957.0,NW     NW     N     W     NE     E,79.1,3.69,1.76
94,217,176,508,959.0,NW     NW     N     W     NE     E,75.06,3.53,1.78
95,224,180,498,958.0,NW     NW     N     W     NE     E,74.93,3.57,1.77
96,235,186,493,960.0,NW     NW     N     W     NE     E,73.51,3.65,1.8
97,247,191,489,970.0,NW     NW     N     W     NE     E,72.44,3.89,1.83
98,265,200,488,975.0,NW     NW     N     W     NE     E,69.71,4.12,1.86
99,281,211,482,975.0,NW     NW     N     W     NE     E,66.94,4.05,1.88
100,295,220,478,971.0,NW     NW     N     W     NE     E,64.82,4.03,1.9
101,312,229,456,972.0,NW     NW     N     W     NE     E,62.45,4.18,1.86
102,343,241,465,963.0,NW     NW     N     W     NE     E,60.12,3.98,1.86
103,343,246,465,972.0,NW     NW     N     W     NE     E,59.5,4.41,1.84
104,357,253,439,970.0,NW     NW     N     W     NE     E,58.55,4.51,1.84
105,379,265,454,967.0,NW     NW     N     W     NE     E,56.2,4.76,1.83
106,395,272,445,966.0,NW     NW     N     W     NE     E,55.4,4.82,1.83
107,427,276,443,963.0,NW     NW     N     W     NE     E,54.57,4.87,1.86
108,427,277,443,959.0,NW     NW     N     W     NE     E,54.6,5.57,1.85
109,443,279,433,970.0,NW     NW     N     W     NE     E,54.88,5.73,1.87
110,454,277,433,965.0,NW     NW     N     W     NE     E,55.29,5.96,1.89
111,467,274,425,976.0,NW     NW     N     W     NE     E,56.45,6.18,1.92
112,485,283,423,978.0,NW     NW     N     W     NE     E,54.8,6.13,1.95
113,498,283,418,976.0,NW     NW     N     W     NE     E,55.12,6.37,1.95
114,513,289,418,970.0,NW     NW     N     W     NE     E,53.96,6.41,1.95
115,534,294,413,979.0,NW     NW     N     W     NE     E,53.34,6.56,1.98
116,546,287,408,973.0,NW     NW     N     W     NE     E,54.94,6.83,2.03
117,556,283,408,975.0,NW     NW     N     W     NE     E,55.7,7.01,2.06
118,572,277,405,993.0,NW     NW     N     W     NE     E,57.14,7.38,2.06
119,581,274,397,984.0,NW     NW     N     W     NE     E,58.31,7.52,2.08
120,606,276,388,994.0,NW     NW     N     W     NE     E,58.18,7.59,2.01
121,606,279,388,987.0,NW     NW     N     W     NE     E,57.88,7.78,2.01
122,618,278,381,999.0,NW     NW     N     W     NE     E,58.55,8.17,2.01
123,630,280,376,1005.0,NW     NW     N     W     NE     E,58.46,8.19,2.04
124,646,281,369,1014.0,NW     NW     N     W     NE     E,58.72,8.39,2.04
125,663,284,361,1021.0,NW     NW     N     W     NE     E,58.62,8.46,2.07
126,675,273,356,1034.0,NW     NW     N     W     NE     E,61.34,8.82,2.11
127,690,276,354,1035.0,NW     NW     N     W     NE     E,60.84,8.96,2.12
128,704,279,350,1028.0,NW     NW     N     W     NE     E,60.46,8.98,2.15
129,714,275,328,1031.0,NW     NW     N     W     NE     E,62.08,9.14,2.17
130,724,273,309,1041.0,NW     NW     N     W     NE     E,63.15,9.29,2.21
131,735,271,324,1048.0,NW     NW     N     W     NE     E,64.06,9.42,2.21
132,753,273,298,1060.0,NW     NW     N     W     NE     E,64.08,9.34,2.25
133,767,272,308,1061.0,NW     NW     N     W     NE     E,64.6,9.34,2.24
134,767,272,308,1075.0,NW     NW     N     W     NE     E,64.97,9.64,2.25
135,806,278,275,1079.0,NW     NW     N     W     NE     E,64.06,9.37,2.28
136,806,289,290,1085.0,NW     NW     N     W     NE     E,62.31,9.57,2.29
137,823,299,281,1080.0,NW     NW     N     W     NE     E,60.73,9.56,2.26
138,863,307,269,1084.0,NW     NW     N     W     NE     E,59.38,9.28,2.27
139,867,316,247,1088.0,NW     NW     N     W     NE     E,58.01,9.47,2.27
140,885,328,262,1091.0,NW     NW     N     W     NE     E,56.16,9.43,2.28
141,907,342,254,1091.0,NW     NW     N     W     NE     E,54.14,9.31,2.28
142,931,360,242,1090.0,NW     NW     N     W     NE     E,51.85,9.15,2.29
143,957,372,235,1093.0,NW     NW     N     W     NE     E,50.31,9.14,2.3
144,979,387,226,1078.0,NW     NW     N     W     NE     E,48.53,9.04,2.28
145,1004,399,223,1083.0,NW     NW     N     W     NE     E,46.95,9.0,2.3
146,1030,411,217,1070.0,NW     NW     N     W     NE     E,45.56,8.96,2.31
147,1056,420,212,1086.0,NW     NW     N     W     NE     E,44.5,9.04,2.32
148,1086,429,200,1092.0,NW     SW     W     W     E     E,43.77,9.29,2.25
149,1114,438,199,1092.0,NW     SW     W     W     E     E,42.59,9.35,2.22
150,1142,447,196,1084.0,E     N     NE     NW     S     E,41.52,9.35,2.23
151,1169,457,190,1073.0,E     N     NE     NW     S     E,40.5,9.33,2.22
152,1196,468,182,1075.0,E     N     NE     NW     S     E,39.49,9.4,2.24
153,1229,477,159,1071.0,NW     NW     N     W     NE     E,38.48,9.36,2.25
154,1247,480,174,1071.0,NW     NW     N     W     NE     E,38.04,9.42,2.28
155,1272,478,168,1090.0,NW     NW     N     W     NE     E,38.04,9.61,2.27
156,1301,482,162,1090.0,NW     NW     N     W     NE     E,37.57,9.66,2.3
157,1333,490,156,1088.0,NW     NW     N     W     NE     E,36.8,9.7,2.29
158,1361,495,151,1102.0,NW     NW     N     W     NE     E,36.21,9.74,2.31
159,1391,501,146,1095.0,NW     NW     N     W     NE     E,35.55,9.77,2.33
160,1418,506,142,1095.0,SE     E     W     SE     NE     SE,34.93,9.76,2.36
161,1446,502,136,1112.0,SE     E     W     SE     NE     SE,35.02,9.96,2.35
162,1478,505,136,1106.0,SE     E     W     SE     NE     SE,34.41,10.0,2.37
163,1495,502,133,1098.0,SE     E     W     SE     NE     SE,34.29,10.24,2.32
164,1511,498,127,1104.0,SE     E     W     SE     NE     SE,34.36,10.32,2.33
165,1535,496,118,1118.0,SE     E     W     SE     NE     SE,34.42,10.45,2.31
166,1583,495,117,1120.0,SE     E     W     SE     NE     SE,34.33,10.37,2.32
167,1603,483,114,1127.0,NW     SE     E     E     SE     W,34.57,10.61,2.36
168,1628,467,104,1136.0,NW     SE     E     E     SE     W,35.49,10.79,2.4
169,1651,466,103,1145.0,NW     SE     E     E     SE     W,35.59,10.85,2.44
170,1672,459,102,1147.0,NW     SE     E     E     SE     W,35.81,11.04,2.44
171,1693,448,106,1152.0,NW     SE     E     E     SE     W,36.38,11.19,2.47
172,1693,443,106,1168.0,NW     SE     E     E     SE     W,36.28,11.52,2.49
173,1711,431,100,1169.0,NW     SE     E     E     SE     W,37.21,11.74,2.51
174,1727,428,96,1166.0,NW     SE     E     E     SE     W,37.31,11.81,2.55
175,1774,434,92,1160.0,NW     SE     E     E     SE     W,36.46,11.58,2.56
176,1795,437,93,1176.0,NW     NW     N     W     NE     E,36.06,11.67,2.57
177,1815,438,91,1166.0,NW     NW     N     W     NE     E,35.6,11.76,2.57
178,1815,428,91,1167.0,NW     NW     N     W     NE     E,36.19,12.03,2.61
179,1831,424,93,1169.0,NW     NW     N     W     NE     E,36.12,12.1,2.63
180,1847,416,90,1173.0,NW     NW     N     W     NE     E,36.63,12.19,2.67
181,1868,414,85,1191.0,NW     NW     N     W     NE     E,36.73,12.21,2.7
182,1881,407,84,1184.0,NW     NW     N     W     NE     E,37.1,12.31,2.7
183,1898,408,83,1187.0,NW     NW     N     W     NE     E,36.76,12.35,2.73
184,1925,420,62,1194.0,NW     NW     N     W     NE     E,35.55,12.31,2.73
185,1950,431,77,1186.0,NW     NW     N     W     NE     E,34.45,12.27,2.7
186,1972,431,79,1186.0,NW     NW     N     W     NE     E,34.04,12.39,2.65
187,1992,419,78,1197.0,NW     NW     N     W     NE     E,34.75,12.5,2.74
188,2016,420,81,1207.0,NW     NW     N     W     NE     E,34.24,12.54,2.75
189,2037,418,79,1187.0,NW     NW     N     W     NE     E,34.19,12.6,2.79
190,2064,422,69,1199.0,NW     NW     N     W     NE     E,33.44,12.74,2.77
191,2083,423,84,1188.0,NW     NW     N     W     NE     E,32.96,12.79,2.78
192,2113,412,84,1201.0,SE     SE     E     W     NE     NW,33.62,12.97,2.66
193,2127,404,61,1195.0,SE     SE     E     W     NE     NW,33.9,13.15,2.67
194,2128,401,62,1201.0,SE     SE     E     W     NE     NW,34.22,13.27,2.69
195,2149,398,61,1211.0,SE     SE     E     W     NE     NW,34.17,13.33,2.73
196,2167,396,76,1218.0,SE     SE     E     W     NE     NW,34.11,13.44,2.74
197,2187,393,67,1213.0,SE     SE     E     W     NE     NW,34.16,13.47,2.77
198,2212,399,82,1212.0,SE     NW     NE     NW     N     N,33.07,13.51,2.76
199,2227,386,78,1211.0,SE     NW     NE     NW     N     N,34.1,13.63,2.79
200,2242,379,78,1224.0,SE     NW     NE     NW     N     N,34.49,13.75,2.84
201,2258,373,80,1223.0,SE     NW     NE     NW     N     N,34.71,13.8,2.9
202,2274,366,78,1234.0,SE     NW     NE     NW     N     N,35.25,13.87,2.96
203,2288,371,78,1220.0,SE     NW     NE     NW     N     N,34.54,13.84,2.96
204,2309,374,79,1232.0,SE     NW     NE     NW     N     N,34.0,13.86,2.98
205,2326,376,80,1229.0,SE     NW     NE     NW     N     N,33.53,13.92,2.95
206,2341,374,65,1223.0,SE     NW     NE     NW     N     N,33.38,13.93,2.97
207,2351,367,80,1219.0,SE     NW     NE     NW     N     N,33.87,14.08,2.95
208,2369,363,80,1232.0,SE     NW     NE     NW     N     N,34.04,14.13,2.99
209,2385,355,75,1248.0,SE     NW     NE     NW     N     N,34.87,14.21,3.04
210,2396,353,60,1241.0,SE     NW     NE     NW     N     N,34.61,14.4,3.01
211,2406,344,75,1238.0,SE     NW     NE     NW     N     N,35.59,14.49,3.06
212,2423,343,73,1254.0,SE     NW     NE     NW     N     N,35.63,14.52,3.1
213,2441,339,74,1260.0,SE     NW     NE     NW     N     N,35.85,14.57,3.15
214,2456,340,70,1254.0,SE     NW     NE     NW     N     N,35.79,14.57,3.17
215,2475,337,69,1265.0,SE     NW     NE     NW     N     N,36.02,14.59,3.22
216,2492,339,74,1248.0,SE     NW     NE     NW     N     N,35.39,14.59,3.23
217,2503,333,75,1245.0,N     E     N     SW     NE     N,35.82,14.64,3.27
218,2514,327,78,1245.0,N     NW     N     N     W     S,36.17,14.74,3.22
219,2525,320,80,1253.0,N     NW     N     N     W     S,36.73,14.81,3.26
220,2540,323,79,1255.0,N     NW     N     N     W     S,36.33,14.78,3.28
221,2559,332,76,1255.0,N     NW     N     N     W     S,35.37,14.76,3.24
222,2570,332,72,1259.0,N     NW     N     N     W     S,35.44,14.78,3.26
223,2587,337,70,1252.0,N     NW     N     N     W     S,34.87,14.74,3.27
224,2607,337,69,1268.0,N     NW     N     N     W     S,34.78,14.75,3.34
225,2621,337,66,1253.0,N     NW     N     N     W     S,34.79,14.75,3.36
226,2638,338,62,1274.0,N     NW     N     N     W     S,34.75,14.81,3.33
227,2658,343,67,1265.0,N     NW     N     N     W     S,33.82,14.86,3.3
228,2676,352,67,1255.0,N     NW     N     N     W     S,32.78,14.89,3.21
229,2691,349,65,1245.0,N     NW     N     N     W     S,32.67,14.92,3.23
230,2705,349,70,1251.0,N     NW     N     N     W     S,32.53,14.98,3.21
231,2723,353,75,1249.0,N     NW     N     N     W     S,31.73,15.05,3.17
232,2740,355,62,1239.0,N     NW     N     N     W     S,31.25,15.02,3.19
233,2755,354,77,1244.0,N     NW     N     N     W     S,31.15,15.07,3.19
234,2772,351,78,1247.0,E     NW     S     E     E     W,31.18,15.12,3.21
235,2790,354,79,1245.0,E     NW     S     E     E     W,30.68,15.1,3.23
236,2810,351,80,1251.0,E     NW     S     E     E     W,30.72,15.18,3.23
237,2825,348,76,1251.0,E     NW     S     E     E     W,31.01,15.22,3.26
238,2840,342,76,1251.0,E     NW     S     E     E     W,31.38,15.27,3.3
239,2855,338,77,1257.0,E     NW     S     E     E     W,31.54,15.34,3.35
240,2874,344,78,1264.0,E     NW     S     E     E     W,30.78,15.29,3.36
241,2893,350,81,1243.0,E     NW     S     E     E     W,29.93,15.27,3.33
242,2908,347,81,1244.0,E     NW     S     E     E     W,30.01,15.32,3.29
243,2931,347,87,1253.0,NE     E     NE     SW     S     W,29.54,15.36,3.31
244,2950,353,88,1243.0,NE     E     NE     SW     S     W,28.8,15.41,3.27
245,2962,342,69,1234.0,NE     E     NE     SW     S     W,29.7,15.46,3.33
246,2970,330,84,1251.0,NE     E     NE     SW     S     W,30.69,15.56,3.44
247,2983,327,87,1252.0,NE     E     NE     SW     S     W,30.67,15.57,3.49
248,2994,322,82,1254.0,NE     E     NE     SW     S     W,31.3,15.66,3.47
249,3015,308,84,1266.0,NE     E     NE     SW     S     W,32.8,15.71,3.57
250,3015,306,84,1271.0,NE     E     NE     SW     S     W,32.65,15.82,3.6
251,3031,307,89,1269.0,NE     E     NE     SW     S     W,32.18,15.81,3.62
252,3048,308,86,1275.0,NE     E     NE     SW     S     W,32.18,15.79,3.65
253,3063,302,88,1272.0,NE     E     NE     SW     S     W,32.65,15.89,3.68
254,3074,295,93,1275.0,NE     E     NE     SW     S     W,33.07,16.05,3.7
255,3089,290,76,1280.0,NE     E     NE     SW     S     W,33.8,16.17,3.49
256,3098,290,91,1277.0,NE     E     NE     SW     S     W,33.71,16.18,3.5
257,3109,288,89,1268.0,NE     E     NE     SW     S     W,33.53,16.19,3.52
258,3122,288,104,1262.0,NE     E     NE     SW     S     W,33.09,16.28,3.35
259,3138,290,107,1263.0,NE     E     NE     SW     S     W,32.66,16.29,3.36
260,3151,291,95,1255.0,NE     E     NE     SW     S     W,32.45,16.26,3.35
261,3161,293,93,1251.0,NE     E     NE     SW     S     W,32.07,16.29,3.33
262,3173,282,108,1261.0,NE     E     NE     SW     S     W,33.45,16.42,3.32
263,3186,279,108,1262.0,E     NW     W     W     SE     SE,33.82,16.44,3.33
264,3195,276,110,1261.0,E     NW     W     W     SE     SE,34.07,16.47,3.33
265,3207,276,106,1265.0,E     NW     W     W     SE     SE,34.35,16.48,3.37
266,3219,274,110,1277.0,E     NW     W     W     SE     SE,34.37,16.55,3.25
267,3231,274,115,1263.0,E     NW     W     W     SE     SE,34.07,16.57,3.26
268,3247,275,96,1258.0,E     NW     W     W     SE     SE,34.09,16.55,3.27
269,3253,272,99,1269.0,E     NW     W     W     SE     SE,34.64,16.58,3.31
270,3263,276,114,1262.0,E     NW     W     W     SE     SE,33.96,16.57,3.3
271,3280,280,115,1262.0,E     NW     W     W     SE     SE,33.43,16.59,3.19
272,3290,276,113,1257.0,E     NW     W     W     SE     SE,34.06,16.62,3.23
273,3306,282,111,1267.0,E     NW     W     W     SE     SE,33.48,16.64,3.13
274,3324,288,114,1271.0,E     NW     W     W     SE     SE,32.59,16.61,3.14
275,3336,289,111,1260.0,E     NW     W     W     SE     SE,32.64,16.61,3.17
276,3351,292,114,1263.0,E     NW     W     W     SE     SE,32.1,16.6,3.14
277,3359,290,110,1255.0,E     NW     W     W     SE     SE,32.53,16.66,3.11
278,3371,288,93,1264.0,E     NW     W     W     SE     SE,32.67,16.75,2.91
279,3385,290,108,1261.0,E     NW     W     W     SE     SE,32.61,16.74,2.92
280,3399,292,112,1254.0,E     NW     W     W     SE     SE,32.11,16.73,2.94
281,3414,293,118,1257.0,E     NW     W     W     SE     SE,31.61,16.72,2.97
282,3435,297,116,1266.0,E     NW     W     W     SE     SE,31.28,16.69,2.99
283,3449,301,105,1256.0,E     NW     W     W     SE     SE,30.8,16.66,2.97
284,3466,302,120,1250.0,NE     E     NE     SW     S     W,30.42,16.67,2.99
285,3481,302,115,1245.0,NE     E     NE     SW     S     W,30.66,16.69,3.0
286,3494,306,117,1237.0,NE     E     NE     SW     S     W,30.07,16.67,3.01
287,3505,305,113,1248.0,NE     E     NE     SW     S     W,30.32,16.71,3.0
288,3521,315,109,1245.0,NE     E     NE     SW     S     W,29.5,16.68,2.93
289,3535,316,105,1237.0,NE     E     NE     SW     S     W,29.53,16.69,2.94
290,3555,321,116,1247.0,W     NW     SE     N     NW     NE,28.36,16.72,2.85
291,3571,321,111,1241.0,SE     SW     SE     E     NW     W,28.53,16.74,2.88
292,3588,322,108,1235.0,SE     SW     SE     E     NW     W,28.5,16.81,2.84
293,3610,323,112,1240.0,SE     SW     SE     E     NW     W,28.09,16.81,2.87
294,3630,325,115,1236.0,SE     SW     SE     E     NW     W,27.65,16.82,2.84
295,3644,326,114,1230.0,SE     SW     SE     E     NW     W,27.49,16.81,2.86
296,3667,326,94,1237.0,SE     SW     SE     E     NW     W,27.7,16.81,2.82
297,3684,338,109,1241.0,SE     SW     SE     E     NW     W,26.53,16.79,2.8
298,3698,340,105,1233.0,SE     SW     SE     E     NW     W,26.42,16.77,2.79
299,3713,336,112,1227.0,E     W     S     E     NW     NW,26.21,16.79,2.81
300,3726,337,91,1226.0,E     W     S     E     NW     NW,26.08,16.79,2.78
301,3756,333,104,1231.0,E     W     S     E     NW     NW,26.46,16.73,2.83
302,3756,336,104,1233.0,E     W     S     E     NW     NW,26.18,16.77,2.84
303,3769,332,105,1232.0,E     W     S     E     NW     NW,26.3,16.78,2.88
304,3785,318,105,1245.0,W     SE     NW     NE     W     W,27.35,16.89,2.92
305,3805,320,98,1255.0,W     SE     NW     NE     W     W,27.48,16.9,2.94
306,3818,323,102,1234.0,W     SE     NW     NE     W     W,26.88,16.91,2.94
307,3834,323,107,1242.0,SW     NE     W     W     NW     N,26.49,16.91,2.98
308,3844,315,98,1256.0,SW     NE     W     W     NW     N,27.56,16.95,3.02
309,3855,312,99,1260.0,SW     NE     W     W     NW     N,27.67,16.98,3.0
310,3868,311,101,1245.0,SW     NE     W     W     NW     N,27.55,16.98,3.03
311,3882,311,95,1264.0,SW     NE     W     W     NW     N,27.81,16.97,3.04
312,3894,307,86,1272.0,SW     NE     W     W     NW     N,28.62,16.98,3.08
313,3906,305,92,1263.0,SW     NE     W     W     NW     N,28.38,16.99,3.1
314,3930,304,98,1263.0,SW     NE     W     W     NW     N,28.12,16.96,3.14
315,3930,299,98,1252.0,SW     NE     W     W     NW     N,28.46,17.02,3.17
316,3943,287,93,1273.0,SW     NE     W     W     NW     N,29.95,17.11,3.17
317,3953,286,91,1275.0,SW     NE     W     W     NW     N,30.16,17.16,3.14
318,3962,278,92,1273.0,SW     NE     W     W     NW     N,30.96,17.23,3.19
319,3971,275,96,1265.0,NE     E     NE     SW     S     W,31.05,17.24,3.23
